Player Name,Club,Appearances,Minutes,Goals Per 90,Assists Per 90,Shots Per 90,Shots On Target Per 90,Big Chances Missed Per 90,Touches Per 90,Passes Per 90,Successful Passes Per 90,Crosses Per 90,Successful Crosses Per 90,fThird Passes Per 90,Successful fThird Passes Per 90,Through Balls Per 90,Carries Per 90,Progressive Carries Per 90,Possession Won Per 90,Dispossessed Per 90,Clearances Per 90,Interceptions Per 90,Blocks Per 90,Tackles Per 90,Ground Duels Per 90,gDuels Won Per 90,Aerial Duels Per 90,aDuels Won Per 90,Goals Conceded Per 90
Wataru Endo,Liverpool,20,261,0.0,0.0,0.0,0.0,0.0,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,2.76,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
Abdukodir Khusanov,Manchester City,6,504,0.0,0.0,0.18,0.0,0.0,80.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,5.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0
Bernardo Silva,Manchester City,33,2667,0.13,0.0,1.08,0.78,0.1,72.99,8.91,5.23,0.13,0.03,3.88,1.79,0.03,3.17,1.55,1.35,1.15,0.0,0.13,0.07,1.89,4.93,1.89,6.88,3.34,0.0
Claudio Echeverri,Manchester City,1,5,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Divin Mubama,Manchester City,1,27,0.0,0.0,3.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson,Manchester City,26,2321,0.0,0.0,0.0,0.0,0.0,39.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
Erling Haaland,Manchester City,31,2741,0.72,0.1,3.55,0.2,0.69,22.85,33.89,29.68,0.3,0.03,3.91,2.56,0.0,7.42,3.55,1.64,0.89,0.72,0.79,0.59,0.36,2.3,1.35,3.51,2.1,0.0
Ilkay Gündogan,Manchester City,33,2227,0.04,0.0,1.09,0.04,0.24,79.33,68.74,56.7,0.24,0.0,12.97,7.88,0.24,23.84,12.97,6.34,1.01,0.89,1.66,0.81,1.01,4.24,2.63,4.89,3.11,0.0
Jack Grealish,Manchester City,20,715,0.13,0.0,1.89,0.0,0.0,71.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.63,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
Jahmai Simpson-Pusey,Manchester City,2,95,0.0,0.0,0.0,0.0,0.0,118.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
James McAtee,Manchester City,15,342,0.79,0.0,3.16,0.0,0.79,45.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0
Jérémy Doku,Manchester City,29,1513,0.18,0.36,1.73,0.36,0.0,71.92,122.18,101.36,0.77,0.18,25.52,15.64,0.0,25.88,13.38,7.67,3.51,0.12,2.02,1.55,1.84,4.76,2.8,6.9,4.52,0.0
John Stones,Manchester City,11,545,0.33,0.0,0.33,0.0,0.0,73.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
Josko Gvardiol,Manchester City,37,3279,0.14,0.0,1.1,0.11,0.22,87.67,32.44,28.52,0.77,0.11,11.56,9.61,0.05,7.55,4.5,2.58,0.44,3.05,0.6,0.11,1.59,5.43,3.05,1.15,0.6,0.0
Kevin De Bruyne,Manchester City,28,1704,0.21,0.37,3.01,1.43,0.26,75.26,23.66,15.21,2.01,0.26,13.79,8.61,0.05,10.93,6.39,4.38,1.48,0.42,0.26,0.21,0.9,11.94,5.65,8.98,4.75,0.0
Kyle Walker,Manchester City,15,967,0.0,0.0,0.47,0.56,0.0,84.6,139.14,125.93,4.75,0.74,40.21,33.69,0.47,48.77,29.32,12.56,0.19,1.02,1.77,1.3,1.58,24.11,12.47,2.98,1.02,0.0
Manuel Akanji,Manchester City,26,2014,0.0,0.0,0.67,0.18,0.09,84.91,40.08,35.53,0.31,0.13,9.52,7.64,0.09,9.43,4.29,5.45,0.22,2.77,1.21,0.18,0.85,10.77,5.72,1.61,0.8,0.0
Mateo Kovacic,Manchester City,31,2202,0.25,0.08,1.84,0.57,0.0,90.16,50.52,42.71,1.63,0.29,16.51,13.16,0.37,16.31,8.95,7.32,1.19,0.86,1.14,0.33,2.82,14.8,7.89,0.98,0.61,0.0
Matheus Nunes,Manchester City,26,1673,0.05,0.0,0.48,0.48,0.11,79.56,12.0,9.2,1.29,0.27,5.49,4.2,0.11,6.51,3.6,2.04,0.7,0.0,0.11,0.05,1.88,6.19,2.53,0.59,0.22,0.0
Nathan Aké,Manchester City,10,682,0.0,0.0,0.4,0.0,0.0,79.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.9,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0
Nico González,Manchester City,11,763,0.12,0.0,1.06,0.0,0.24,86.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.48,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0
Nico O'Reilly,Manchester City,9,527,0.34,0.0,1.37,0.0,0.0,76.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.71,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0
Omar Marmoush,Manchester City,16,1182,0.53,0.0,3.73,1.45,0.23,42.72,60.0,50.63,5.79,1.22,22.54,17.36,0.3,30.84,16.98,8.38,1.45,0.23,0.84,0.15,0.99,23.98,9.75,2.51,0.53,0.0
Oscar Bobb,Manchester City,3,14,0.0,0.0,0.0,0.0,0.0,115.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Foden,Manchester City,28,1779,0.35,0.1,2.73,0.05,0.15,61.57,42.29,36.02,0.05,0.05,5.36,3.04,0.05,12.65,5.31,2.43,1.57,0.35,0.76,0.81,0.66,1.62,0.96,2.88,1.72,0.0
Rico Lewis,Manchester City,28,1891,0.05,0.1,0.48,0.29,0.1,74.2,50.83,44.83,0.19,0.1,12.99,10.85,0.19,12.09,4.76,5.76,0.9,1.9,1.9,0.38,1.43,6.66,2.81,3.24,1.71,0.0
Rodri,Manchester City,3,73,0.0,0.0,0.0,0.0,0.0,94.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0
Rúben Dias,Manchester City,27,2269,0.0,0.0,0.83,0.2,0.04,99.72,75.52,67.59,0.28,0.16,21.42,17.61,0.32,20.11,9.6,7.66,0.04,2.78,2.38,0.4,0.67,11.26,6.27,1.59,1.03,0.0
Savinho,Manchester City,29,1770,0.05,0.41,2.8,0.31,0.31,61.42,61.47,52.68,0.36,0.15,9.71,6.0,0.0,12.05,6.46,4.93,1.93,0.46,1.07,1.88,1.17,4.58,2.44,8.75,4.78,0.0
Stefan Ortega,Manchester City,13,1099,0.0,0.0,0.0,0.0,0.0,42.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47
Vitor Reis,Manchester City,1,1,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Burns,Manchester City,18,933,0.0,0.1,0.68,0.0,0.0,38.01,75.34,68.39,0.1,0.0,9.45,7.91,0.0,19.77,9.55,5.21,1.25,1.16,1.35,0.87,1.25,7.33,3.57,3.86,2.6,0.0
Alejandro Garnacho,Manchester United,36,2195,0.25,0.08,3.44,1.23,0.57,52.32,30.75,25.63,2.26,0.33,15.01,11.64,0.08,18.16,9.88,4.43,1.97,0.41,0.53,0.0,1.23,9.76,4.06,1.11,0.12,0.0
Altay Bayindir,Manchester United,4,360,0.0,0.0,0.0,0.0,0.0,44.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amad Diallo,Manchester United,26,1901,0.38,0.28,2.23,0.28,0.05,62.45,37.83,33.19,0.09,0.09,8.43,6.77,0.14,8.9,4.12,3.41,1.66,0.76,1.23,0.33,1.8,7.34,4.64,2.56,1.56,0.0
André Onana,Manchester United,34,3060,0.0,0.0,0.0,0.0,0.0,42.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.29
Antony,Manchester United,8,135,0.0,0.0,4.0,0.0,0.67,72.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Ayden Heaven,Manchester United,4,171,0.0,0.0,1.05,0.0,0.0,75.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,4.21,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0
Bruno Fernandes,Manchester United,36,3024,0.24,0.3,2.86,0.45,0.3,82.77,52.32,43.78,0.54,0.18,20.98,15.83,0.65,17.53,7.56,5.6,1.28,0.89,0.86,0.3,2.5,12.68,6.67,1.13,0.57,0.0
Casemiro,Manchester United,24,1497,0.06,0.0,1.92,0.36,0.06,78.04,50.08,40.7,0.3,0.06,5.59,2.59,0.12,9.56,3.85,3.07,0.6,2.89,1.14,0.78,4.99,5.41,3.13,5.41,2.95,0.0
Chido Obi,Manchester United,7,160,0.0,0.0,2.81,0.0,0.0,27.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0
Christian Eriksen,Manchester United,23,1059,0.08,0.17,1.27,1.36,0.0,73.51,118.47,97.99,1.44,0.42,33.74,24.22,0.34,17.25,7.22,16.4,0.42,0.68,4.16,1.7,1.61,17.93,9.43,7.14,4.42,0.0
Diogo Dalot,Manchester United,33,2813,0.0,0.1,0.8,0.42,0.06,66.0,9.57,6.81,0.26,0.06,5.28,3.46,0.03,3.3,2.27,1.31,0.67,2.05,0.26,0.0,2.18,3.71,1.25,1.73,0.7,0.0
Harry Amass,Manchester United,5,346,0.0,0.0,0.78,0.0,0.0,68.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.34,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0
Harry Maguire,Manchester United,27,1757,0.05,0.0,0.77,0.87,0.2,69.46,20.44,15.93,0.61,0.1,10.6,7.63,0.05,6.56,2.87,2.82,0.0,3.94,0.36,0.05,1.54,4.3,2.61,1.28,0.26,0.0
Jonny Evans,Manchester United,7,314,0.0,0.0,0.57,0.0,0.0,74.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0
Joshua Zirkzee,Manchester United,32,1392,0.19,0.0,1.81,1.42,0.45,41.64,22.89,16.88,0.97,0.13,9.83,6.66,0.26,11.51,6.79,3.75,1.94,0.52,0.06,0.06,0.91,11.31,5.17,2.33,0.91,0.0
Kobbie Mainoo,Manchester United,25,1656,0.0,0.0,0.82,0.27,0.0,62.5,67.61,58.75,0.11,0.05,8.21,4.57,0.05,16.09,7.77,4.18,1.96,0.65,2.17,0.98,2.5,4.84,3.15,4.62,3.21,0.0
Leny Yoro,Manchester United,21,1162,0.0,0.0,0.39,0.46,0.15,70.09,27.26,21.14,1.94,0.15,14.87,10.69,0.39,14.33,8.44,4.57,0.31,3.33,0.23,0.0,0.0,8.98,3.64,1.16,0.46,0.0
Lisandro Martínez,Manchester United,20,1754,0.1,0.05,0.87,0.1,0.1,79.79,35.3,31.3,0.56,0.15,9.54,7.8,0.0,11.49,5.34,3.75,0.15,2.77,1.23,0.41,2.05,7.7,3.95,0.87,0.46,0.0
Luke Shaw,Manchester United,7,348,0.0,0.0,0.26,0.0,0.0,83.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0
Manuel Ugarte,Manchester United,29,1789,0.05,0.1,0.96,0.6,0.0,62.98,82.15,72.9,1.56,0.25,21.18,17.41,0.1,12.48,7.19,6.54,1.26,0.75,1.41,0.8,3.87,9.56,5.48,4.48,1.61,0.0
Mason Mount,Manchester United,17,621,0.14,0.0,2.9,0.0,0.43,52.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.58,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0
Matthijs de Ligt,Manchester United,29,2128,0.08,0.0,0.76,0.25,0.08,69.28,32.31,27.32,1.69,0.21,8.29,6.22,0.0,9.94,5.08,3.43,0.13,3.85,0.97,0.34,1.27,6.72,4.02,1.69,0.85,0.0
Noussair Mazraoui,Manchester United,37,2848,0.0,0.03,0.41,0.06,0.03,70.66,32.45,25.98,1.86,0.41,10.02,7.71,0.0,10.46,6.29,6.0,0.54,2.62,1.04,0.28,3.63,7.02,3.89,1.01,0.41,0.0
Patrick Dorgu,Manchester United,12,842,0.0,0.0,1.07,0.0,0.0,69.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,2.03,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0
Rasmus Højlund,Manchester United,32,2013,0.18,0.0,1.43,0.58,0.27,26.2,61.56,53.38,2.82,0.63,18.11,14.75,0.13,18.78,10.06,6.48,1.48,0.27,1.16,0.27,0.13,15.92,8.85,2.32,0.98,0.0
Scott McTominay,Manchester United,2,17,0.0,0.0,5.29,0.0,0.0,79.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Collyer,Manchester United,6,175,0.0,0.0,0.51,0.0,0.0,69.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.54,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0
Tyler Fredricson,Manchester United,2,166,0.0,0.0,0.0,0.0,0.0,80.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0
Tyrell Malacia,Manchester United,3,99,0.0,0.0,0.0,0.0,0.0,60.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0
Victor Lindelöf,Manchester United,16,697,0.0,0.0,0.0,0.0,0.0,58.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
Alexander Isak,Newcastle United,34,2769,0.75,0.0,3.22,0.46,0.59,36.76,46.28,40.37,0.65,0.07,16.8,14.14,0.2,7.7,4.29,4.81,1.79,0.55,0.72,0.2,0.39,9.85,4.91,1.76,0.62,0.0
Anthony Gordon,Newcastle United,34,2444,0.22,0.18,2.17,1.51,0.37,51.59,36.71,28.72,2.14,0.29,18.63,14.1,0.33,19.89,11.23,5.82,1.4,0.18,0.41,0.33,1.18,14.44,5.89,5.3,2.47,0.0
Bruno Guimarães,Newcastle United,38,3282,0.14,0.0,1.23,1.12,0.05,66.72,29.95,22.13,2.74,0.63,16.26,11.54,0.36,13.74,7.32,4.28,2.08,1.1,0.38,0.08,2.28,7.57,3.95,3.02,0.96,0.0
Callum Wilson,Newcastle United,18,357,0.0,0.0,1.51,0.0,0.25,27.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Dan Burn,Newcastle United,37,3330,0.03,0.03,0.62,0.54,0.11,65.43,13.38,8.81,2.35,0.46,6.59,4.11,0.14,6.78,4.19,2.49,0.08,5.24,0.3,0.27,1.05,5.3,2.49,2.97,1.24,0.0
Emil Krafth,Newcastle United,12,334,0.0,0.0,0.27,0.0,0.0,55.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0
Fabian Schär,Newcastle United,34,2937,0.12,0.0,1.23,0.37,0.12,72.32,15.78,12.56,0.37,0.09,5.33,3.71,0.21,6.93,3.65,2.42,0.18,4.08,0.37,0.18,1.1,8.76,3.55,1.69,0.55,0.0
Harvey Barnes,Newcastle United,33,1755,0.46,0.21,3.23,0.26,0.31,45.13,31.59,27.44,2.41,0.41,9.9,7.9,0.05,9.13,4.67,3.44,1.18,0.56,0.77,0.0,0.82,5.64,2.62,0.82,0.51,0.0
Jacob Murphy,Newcastle United,35,2379,0.3,0.45,1.63,0.15,0.19,51.6,21.53,18.65,0.45,0.08,10.33,8.47,0.11,8.44,5.07,3.14,1.4,1.1,0.3,0.15,0.0,5.33,3.14,0.76,0.26,0.0
Joe Willock,Newcastle United,32,1074,0.0,0.17,1.51,0.92,0.42,48.77,33.94,24.47,0.34,0.0,12.82,8.46,0.5,7.63,4.36,4.78,1.93,0.42,0.5,0.34,2.51,8.72,3.02,6.45,1.93,0.0
Joelinton,Newcastle United,29,2404,0.15,0.11,1.68,0.26,0.15,55.33,58.93,50.8,1.05,0.22,16.81,12.8,0.19,16.62,7.6,7.49,1.98,1.72,0.94,0.15,2.13,15.05,7.23,1.42,0.41,0.0
Kieran Trippier,Newcastle United,25,1308,0.0,0.21,0.28,0.14,0.0,98.19,56.28,49.2,0.48,0.14,15.76,13.0,0.14,15.96,7.57,6.06,0.55,2.89,1.31,0.14,2.61,13.21,6.19,3.44,1.31,0.0
Lewis Hall,Newcastle United,27,2192,0.0,0.16,0.45,1.31,0.0,78.3,14.29,8.87,0.21,0.04,7.02,3.82,0.33,8.83,5.5,2.79,0.82,2.09,0.08,0.0,2.38,11.46,4.06,5.5,2.38,0.0
Lewis Miley,Newcastle United,14,304,0.3,0.0,0.89,0.0,0.0,71.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0
Martin Dúbravka,Newcastle United,10,900,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Matt Targett,Newcastle United,2,20,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Almirón,Newcastle United,9,151,0.0,0.0,3.58,0.0,0.0,52.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0
Nick Pope,Newcastle United,28,2520,0.0,0.0,0.0,0.0,0.0,34.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
Sandro Tonali,Newcastle United,36,2631,0.14,0.07,1.2,0.1,0.1,65.78,28.63,25.21,0.0,0.0,2.09,1.13,0.03,6.67,3.32,1.47,0.79,0.0,0.51,0.72,1.74,2.77,1.57,2.29,1.2,0.0
Sean Longstaff,Newcastle United,25,786,0.0,0.0,0.69,0.0,0.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.92,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0
Sven Botman,Newcastle United,8,414,0.0,0.0,1.09,0.0,0.22,68.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,5.43,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0
Tino Livramento,Newcastle United,37,2842,0.0,0.03,0.19,0.57,0.0,65.9,30.05,22.48,0.44,0.06,8.99,5.45,0.0,3.07,1.14,2.0,1.24,2.98,0.63,0.67,1.71,5.0,2.38,5.57,3.2,0.0
William Osula,Newcastle United,14,124,0.73,0.0,2.9,0.0,0.0,49.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.73,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0
Álex Moreno,Nottingham Forest,15,959,0.0,0.09,0.56,4.32,0.0,55.09,61.75,47.58,1.5,0.28,33.97,24.03,0.56,25.15,13.61,5.16,0.56,3.57,0.28,0.19,2.35,18.96,6.29,7.79,2.53,0.0
Anthony Elanga,Nottingham Forest,38,2507,0.22,0.39,1.58,0.68,0.22,43.65,29.04,23.51,2.73,0.75,15.4,11.88,0.32,14.83,7.5,3.48,1.54,0.72,0.25,0.07,0.68,9.73,5.06,0.57,0.29,0.0
Callum Hudson-Odoi,Nottingham Forest,31,2201,0.2,0.08,1.51,0.16,0.04,45.63,87.38,78.76,0.33,0.04,11.33,9.49,0.0,22.9,13.58,6.87,0.94,0.49,0.82,0.7,0.9,6.3,4.09,3.15,1.8,0.0
Chris Wood,Nottingham Forest,36,2976,0.6,0.09,2.06,0.06,0.45,25.01,19.87,17.0,0.79,0.24,7.23,5.72,0.24,3.6,1.66,1.87,0.85,0.85,0.21,0.15,0.18,1.66,0.67,0.24,0.06,0.0
Danilo,Nottingham Forest,8,275,0.0,0.0,0.0,0.0,0.0,51.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,Nottingham Forest,37,2742,0.07,0.2,1.31,0.23,0.0,65.84,28.49,23.47,1.08,0.2,7.81,5.78,0.03,6.37,4.2,2.76,1.61,2.23,0.69,0.26,3.02,5.02,2.72,1.25,0.59,0.0
Eric da Silva Moreira,Nottingham Forest,2,28,0.0,0.0,0.0,0.0,0.0,41.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0
Harry Toffolo,Nottingham Forest,4,135,0.0,0.0,0.67,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0
Ibrahim Sangaré,Nottingham Forest,13,590,0.0,0.0,0.15,0.0,0.0,64.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jota Silva,Nottingham Forest,31,840,0.32,0.11,2.46,0.0,0.21,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matz Sels,Nottingham Forest,38,3420,0.0,0.0,0.0,0.0,0.0,31.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.21
Morato,Nottingham Forest,26,893,0.0,0.0,0.2,0.0,0.0,47.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.56,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,Nottingham Forest,34,2822,0.22,0.26,1.95,0.64,0.1,55.46,27.55,20.76,0.86,0.13,13.46,9.44,0.7,12.15,7.46,3.8,1.4,0.0,0.19,0.22,1.37,12.12,5.1,2.07,0.41,0.0
Murillo,Nottingham Forest,36,3191,0.06,0.0,0.71,0.03,0.06,56.27,18.81,17.6,0.28,0.11,5.89,5.39,0.08,5.02,2.88,1.49,0.28,6.83,0.2,0.03,1.49,3.13,2.28,0.59,0.31,0.0
Nathan Wood,Nottingham Forest,11,772,0.0,0.0,0.23,0.0,0.12,66.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.43,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0
Neco Williams,Nottingham Forest,35,2590,0.03,0.1,1.29,1.22,0.1,57.93,13.55,10.39,0.1,0.03,6.36,4.73,0.03,6.19,3.54,1.67,0.73,4.17,0.1,0.07,3.13,6.19,2.36,2.02,0.76,0.0
Nicolás Domínguez,Nottingham Forest,34,1970,0.0,0.05,0.96,0.37,0.14,58.29,46.87,38.83,0.0,0.0,6.85,3.61,0.0,7.26,3.24,3.88,0.55,2.38,1.23,1.01,3.93,3.84,2.6,6.44,4.61,0.0
Nikola Milenkovic,Nottingham Forest,37,3330,0.14,0.05,0.78,0.08,0.11,38.76,42.95,36.97,0.62,0.16,9.81,7.84,0.19,10.3,5.46,4.03,0.0,5.62,0.92,0.24,1.38,7.24,4.46,2.22,1.38,0.0
Ola Aina,Nottingham Forest,35,3003,0.06,0.03,0.33,0.03,0.03,54.31,14.84,12.53,0.15,0.0,3.06,2.1,0.06,2.43,0.99,1.38,0.66,3.18,0.33,0.21,1.65,2.4,1.23,0.54,0.36,0.0
Ramón Sosa,Nottingham Forest,19,281,0.32,0.0,3.52,0.0,0.32,56.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.28,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
Ryan Yates,Nottingham Forest,35,1904,0.09,0.0,1.56,0.14,0.14,52.7,67.26,58.76,0.52,0.19,18.01,13.71,0.09,16.45,6.81,7.42,0.85,2.84,1.37,0.61,1.99,10.12,5.29,1.99,0.85,0.0
Taiwo Awoniyi,Nottingham Forest,26,400,0.22,0.0,2.25,0.0,0.9,44.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,1.58,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0
Willy-Arnaud Boly,Nottingham Forest,6,146,0.0,0.0,0.62,0.0,0.0,60.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,Southampton,30,2700,0.0,0.0,0.0,0.0,0.0,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
Adam Lallana,Southampton,14,356,0.0,0.51,0.76,0.0,0.0,84.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.26,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0
